,fecha,portero_l,defensas_l,centrocampistas_l,delanteros_l,alineacion_l,local,Resultado_l,gol_l,gol_v,Resultado_v,visitante,alineacion_v,portero_v,defensas_v,centrocampistas_v,delanteros_v,victorias_l,empates,victorias_v
326,2022-04-21,72.67,65.83,69.62,67.83,4-5-1,ESPANYOL,P,0,1,G,RAYO VALLECANO,4-2-3-1,70.5,56.25,63.89,67.0,17,13,12
327,2022-04-21,68.33,62.0,63.0,72.23,5-3-2,LEVANTE,P,2,3,G,SEVILLA,4-3-3,73.0,71.79,72.56,72.61,7,10,22
328,2022-04-21,72.5,65.62,62.58,66.29,4-4-2,CADIZ,P,2,3,G,ATHLETIC,4-4-2,77.17,65.17,66.39,51.11,10,7,16
329,2022-04-21,77.67,62.83,71.06,68.61,4-4-2,R. SOCIEDAD,P,0,1,G,BARCELONA,4-3-3,86.33,68.46,68.0,73.94,36,43,109
330,2022-04-29,73.0,71.79,72.56,70.94,4-2-3-1,SEVILLA,E,1,1,E,CADIZ,4-2-3-1,72.5,62.72,65.28,67.56,25,12,6
331,2022-04-30,78.5,59.46,61.61,63.71,4-2-3-1,DEPORTIVO ALAVES,G,2,1,P,VILLARREAL,4-2-3-1,79.67,68.21,66.61,67.44,14,1,12
332,2022-04-30,81.5,69.89,72.75,72.17,4-3-3,REAL MADRID,G,4,0,P,ESPANYOL,4-4-2,72.67,63.12,70.29,67.83,114,36,45
333,2022-04-30,76.42,64.57,69.48,64.75,5-3-2,VALENCIA,E,1,1,E,LEVANTE,5-3-2,68.33,61.37,65.5,72.23,22,9,8
334,2022-04-30,77.17,69.92,66.39,51.11,4-4-2,ATHLETIC,G,2,0,P,ATLETICO,5-4-1,85.83,68.04,74.22,76.06,80,36,91
335,2022-05-01,73.17,60.83,58.61,64.89,5-4-1,ELCHE,E,1,1,E,OSASUNA,5-3-2,72.5,60.02,62.89,63.0,11,10,12
336,2022-05-01,71.83,60.62,66.11,68.26,4-2-3-1,GRANADA,E,1,1,E,CELTA,4-4-2,68.0,60.17,67.83,72.89,15,15,22
337,2022-05-01,70.5,56.25,66.92,67.0,4-2-3-1,RAYO VALLECANO,E,1,1,E,R. SOCIEDAD,4-4-2,77.67,63.42,71.58,71.5,15,12,20
338,2022-05-01,86.33,68.46,68.0,74.0,4-3-3,BARCELONA,G,2,1,P,MALLORCA,5-3-2,74.17,60.2,67.22,62.08,39,12,17
339,2022-05-02,77.0,61.92,65.88,64.92,5-3-2,GETAFE,E,0,0,E,REAL BETIS,4-2-3-1,78.5,62.03,70.61,67.83,11,9,13
340,2022-05-06,68.33,61.37,65.5,72.23,5-3-2,LEVANTE,G,2,1,P,R. SOCIEDAD,4-4-2,77.67,63.42,71.33,67.42,12,11,14
341,2022-05-07,74.17,63.5,63.5,61.44,4-4-2,MALLORCA,P,2,6,G,GRANADA,4-2-3-1,71.83,63.54,67.15,71.0,12,7,19
342,2022-05-07,77.17,69.92,66.39,51.11,4-4-2,ATHLETIC,E,0,0,E,VALENCIA,5-3-2,76.42,63.38,69.54,65.5,69,47,75
343,2022-05-07,68.0,60.17,68.67,73.33,4-4-2,CELTA,G,4,0,P,DEPORTIVO ALAVES,4-2-3-1,78.5,59.67,58.94,63.71,27,16,24
344,2022-05-07,72.5,62.72,65.33,67.71,4-4-2,CADIZ,G,3,0,P,ELCHE,4-3-3,73.17,47.22,57.79,61.22,18,16,12
345,2022-05-07,78.5,64.38,71.12,63.67,4-2-3-1,REAL BETIS,P,1,2,G,BARCELONA,4-3-3,80.5,67.04,68.0,74.06,30,24,79
346,2022-05-08,77.0,62.96,65.88,64.92,5-3-2,GETAFE,E,0,0,E,RAYO VALLECANO,4-2-3-1,70.5,63.25,64.48,68.33,8,5,11
347,2022-05-08,76.83,62.46,70.88,66.5,4-4-2,VILLARREAL,E,1,1,E,SEVILLA,4-3-3,73.0,70.38,73.04,70.67,13,14,26
348,2022-05-08,72.67,63.12,69.42,69.0,3-5-2,ESPANYOL,E,1,1,E,OSASUNA,5-3-2,72.5,58.55,62.33,58.67,28,17,31
349,2022-05-08,85.83,61.55,74.83,74.17,4-4-2,ATLETICO,G,1,0,P,REAL MADRID,4-3-3,70.83,66.67,71.5,71.83,57,59,113
350,2022-05-10,76.42,62.85,70.11,59.75,3-4-3,VALENCIA,P,0,3,G,REAL BETIS,4-2-3-1,76.83,64.38,67.94,64.33,69,29,40
351,2022-05-10,71.83,63.54,66.11,63.15,4-2-3-1,GRANADA,G,1,0,P,ATHLETIC,4-4-2,77.17,66.42,69.28,65.11,15,13,29
352,2022-05-10,86.33,67.04,70.17,74.25,4-2-3-1,BARCELONA,G,3,1,P,CELTA,4-4-2,68.0,60.17,68.67,73.33,69,31,27
353,2022-05-11,78.5,58.75,62.17,62.7,4-2-3-1,DEPORTIVO ALAVES,G,2,1,P,ESPANYOL,4-2-3-1,72.67,63.12,69.17,66.39,13,8,16
354,2022-05-11,66.0,59.32,65.33,67.44,4-4-2,OSASUNA,E,1,1,E,GETAFE,5-3-2,77.0,57.43,63.44,64.92,12,13,14
355,2022-05-11,73.0,71.79,72.44,71.06,4-2-3-1,SEVILLA,E,0,0,E,MALLORCA,5-3-2,68.17,63.67,64.22,59.67,31,23,19
356,2022-05-11,73.17,62.12,60.33,66.58,4-4-2,ELCHE,P,0,2,G,ATLETICO,4-4-2,85.83,61.55,73.33,75.22,12,10,33
357,2022-05-12,77.67,65.71,71.33,68.33,4-2-3-1,R. SOCIEDAD,G,3,0,P,CADIZ,4-2-3-1,72.5,65.62,64.96,68.72,17,12,8
358,2022-05-12,70.5,59.92,64.67,66.5,4-2-3-1,RAYO VALLECANO,P,1,5,G,VILLARREAL,4-2-3-1,76.83,63.83,69.75,70.75,6,6,14
359,2022-05-12,81.5,68.67,75.44,72.94,4-3-3,REAL MADRID,G,6,0,P,LEVANTE,5-3-2,68.33,62.1,63.0,72.23,25,4,6
360,2022-05-14,72.67,60.45,70.5,67.83,4-4-2,ESPANYOL,E,1,1,E,VALENCIA,5-3-2,79.0,66.77,70.11,64.5,61,35,87
361,2022-05-15,77.17,69.92,69.28,51.11,4-4-2,ATHLETIC,G,2,0,P,OSASUNA,4-4-2,72.5,61.11,63.54,63.0,43,26,22
362,2022-05-15,85.83,60.56,74.5,76.06,5-3-2,ATLETICO,E,1,1,E,SEVILLA,4-3-3,73.0,70.38,73.46,70.42,71,56,59
363,2022-05-15,76.83,61.62,68.25,63.67,4-2-3-1,REAL BETIS,G,2,0,P,GRANADA,4-2-3-1,71.83,63.46,66.11,64.72,26,11,18
364,2022-05-15,68.0,60.17,69.42,72.92,4-4-2,CELTA,G,1,0,P,ELCHE,5-3-2,70.17,60.03,60.0,63.06,19,12,15
365,2022-05-15,68.17,63.67,64.22,59.67,5-3-2,MALLORCA,G,2,1,P,RAYO VALLECANO,4-2-3-1,70.5,58.37,64.0,67.0,23,11,19
366,2022-05-15,77.0,62.96,66.17,64.92,5-3-2,GETAFE,E,0,0,E,BARCELONA,4-3-3,86.33,69.59,64.17,74.0,4,6,27
367,2022-05-15,72.5,62.72,64.0,67.33,4-4-2,CADIZ,E,1,1,E,REAL MADRID,4-3-3,70.83,66.67,72.94,72.17,5,7,24
368,2022-05-15,68.33,63.83,72.28,70.26,4-2-3-1,LEVANTE,G,3,1,P,DEPORTIVO ALAVES,4-2-3-1,78.5,59.46,66.08,62.7,6,6,17
369,2022-05-15,76.83,62.46,70.88,66.5,4-4-2,VILLARREAL,P,1,2,G,R. SOCIEDAD,4-4-2,77.67,62.83,71.21,67.42,19,16,11
370,2022-05-20,65.83,63.58,66.36,66.5,4-2-3-1,RAYO VALLECANO,P,2,4,G,LEVANTE,4-4-2,68.33,61.25,68.39,70.26,14,14,17
371,2022-05-20,81.5,70.88,73.67,72.94,4-3-3,REAL MADRID,E,0,0,E,REAL BETIS,4-2-3-1,76.83,64.38,71.12,64.75,75,28,31
372,2022-05-21,73.83,66.2,70.92,64.17,4-4-2,VALENCIA,G,2,0,P,CELTA,4-4-2,68.0,60.17,70.28,72.39,65,33,36
373,2022-05-22,70.17,60.15,61.44,63.44,3-6-1,ELCHE,G,3,1,P,GETAFE,5-3-2,77.0,55.29,66.17,64.92,3,12,5
374,2022-05-22,70.67,61.7,61.0,62.92,4-2-3-1,DEPORTIVO ALAVES,P,0,1,G,CADIZ,4-4-2,72.5,63.76,64.0,67.33,11,10,12
375,2022-05-22,71.83,63.54,67.15,64.72,4-2-3-1,GRANADA,E,0,0,E,ESPANYOL,4-2-3-1,72.67,62.29,70.22,68.28,13,13,24
376,2022-05-22,72.08,59.38,63.22,66.0,4-5-1,OSASUNA,P,0,2,G,MALLORCA,5-3-2,68.17,63.67,64.22,59.67,22,22,21
377,2022-05-22,86.33,69.0,68.0,73.22,4-3-3,BARCELONA,P,0,2,G,VILLARREAL,4-4-2,76.83,65.38,69.75,69.75,30,10,9
378,2022-05-22,77.67,60.75,71.58,67.42,4-4-2,R. SOCIEDAD,P,1,2,G,ATLETICO,3-5-2,85.83,60.0,74.5,75.22,48,36,78
379,2022-05-22,75.0,71.79,70.94,71.11,4-3-3,SEVILLA,G,1,0,P,ATHLETIC,4-4-2,77.17,67.17,68.22,55.56,72,31,73
